,index,Cotacao,Cresc.5anos,DY,Div.Brut/Pat.,EV/EBIT,EV/EBITDA,Liq.2meses,Liq.Corr.,Mrg.Ebit,Mrg.Liq.,P/ACL,P/Ativo,P/Cap.Giro,P/EBIT,P/L,P/VP,PSR,Pat.Liq,ROE,ROIC,change,closingPrice,eps,high,lastPrice,lastYearHigh,lastYearLow,low,marketCap,name,pe,priceOpen,shares,volume,volumeAvg,sector,subSector,segment
338,POSI3,13.36,0.0667,0.0255,0.73,19.91,14.1,131326000.0,1.77,0.0436,0.0993,3.93,0.642,1.86,17.46,7.81,1.74,0.761,1085750000.0,0.2233,0.0606,-3.14,13.36,1.79,13.24,12.94,16.03,3.8,12.85,1827802048,Positivo Tecnologia SA,7.23,13.24,141800000,3550700,10355456,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
339,POWE3,17.42,0.0,0.003,0.04,20.85,19.14,3947480.0,3.53,0.0367,0.0148,2.75,1.078,2.03,36.76,164.04,1.66,1.348,941377000.0,0.0101,0.0666,-1.03,17.42,0.11,17.4,17.24,18.1,12.71,17.14,1545649938,Focus Energia Holding Participacoes SA,162.35,17.4,89654856,18600,294200,Utilidade Pública,Energia Elétrica,Energia Elétrica
340,PRIO3,19.42,0.5649,0.0,0.52,24.33,10.99,259111000.0,1.74,0.2913,0.192,187.93,1.826,9.78,25.06,38.04,3.2,7.301,5335220000.0,0.0841,0.1142,-1.29,19.42,0.63,19.38,19.17,20.98,6.11,19.1,16828823741,Petro Rio SA,30.64,19.23,878330845,2375400,11022006,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
341,PRNR3,9.85,-0.0118,0.0,0.25,-49.87,25.47,3287870.0,2.54,-0.029,-0.0296,5.06,1.134,3.35,-52.82,-55.52,1.7,1.533,224975000.0,-0.0306,-0.0294,-0.51,9.85,-0.17,9.95,9.8,12.05,6.7,9.53,380696883,Priner Servicos Industriais SA,0.0,9.92,38846627,141900,331723,Bens Industriais,Serviços,Serviços Diversos
342,PSSA3,55.0,0.038,0.0509,0.0,0.53,0.53,53056500.0,1.15,0.7938,0.0926,-5.25,0.485,5.44,1.18,10.12,2.05,0.938,8682600000.0,0.2023,0.5589,-1.38,55.0,5.45,54.91,54.24,59.93,41.66,54.08,17532179242,Porto Seguro SA,9.94,54.81,323293030,254900,984436,Financeiro e Outros,Previdência e Seguros,Seguradoras
343,PTBL3,16.62,0.0898,0.0257,1.79,18.99,13.92,53195300.0,1.15,0.1084,0.1002,-3.56,1.287,22.12,16.07,17.4,6.46,1.742,397721000.0,0.3711,0.1036,-0.3,16.62,0.96,16.71,16.57,16.74,3.97,16.07,2569822129,PBG SA,17.25,16.67,154529361,2078000,3683086,Bens Industriais,Construção e Engenharia,Produtos para Construção
344,PTNT3,13.05,0.0664,0.0,0.83,16.84,10.4,292385.0,1.63,0.0737,0.0622,-42.84,0.807,4.06,14.35,23.56,2.13,1.058,293883000.0,0.0906,0.0797,4.67,13.05,0.55,13.71,13.66,18.0,4.83,13.01,382382148,Pettenati SA Industria Textil,24.66,13.11,16016924,14200,16263,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
345,PTNT4,5.5,0.0664,0.0,0.83,8.53,5.27,179203.0,1.63,0.0737,0.0622,-18.06,0.34,1.71,6.05,9.93,0.9,0.446,293883000.0,0.0906,0.0797,-0.73,5.5,0.55,5.46,5.46,6.22,4.25,5.4,382382148,Pettenati SA Industria Textil Preference Shares,9.86,5.43,32029564,1300,38460,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
346,QUAL3,28.33,0.0025,0.0811,0.74,10.15,7.11,80311800.0,1.6,0.4107,0.2158,-8.56,1.831,12.95,9.57,18.45,4.47,3.932,1800050000.0,0.2423,0.2922,-0.32,28.33,1.54,28.46,28.24,36.2,24.97,27.97,8029084391,Qualicorp Consultoria e Cra de Ses SA,18.33,28.27,284014325,765000,2838810,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
347,RADL3,25.75,0.1549,0.0045,0.37,43.26,19.95,154820000.0,1.54,0.0484,0.0264,-18.27,3.006,16.55,42.36,79.45,9.62,2.051,4422740000.0,0.1211,0.0983,-0.31,25.75,0.32,25.85,25.67,28.8,21.06,25.4,42702391130,Raia Drogasil SA,80.08,25.84,1651930000,1521000,6013130,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
348,RAIL3,20.06,0.1141,0.0,1.03,24.8,13.25,167685000.0,1.92,0.2714,0.1033,-1.96,0.896,10.91,18.8,50.13,2.46,5.103,15133200000.0,0.049,0.0531,-1.6,20.06,0.45,20.04,19.74,24.38,17.31,19.56,36601098235,Rumo SA,43.94,20.04,1854158791,4061900,7904823,Bens Industriais,Transporte,Transporte Ferroviário
349,RANI3,9.31,0.0822,0.0251,0.73,12.14,8.8,21146100.0,3.64,0.1868,0.1144,-11.68,1.258,3.87,11.13,18.18,2.84,2.079,842855000.0,0.156,0.1546,3.65,9.31,0.51,9.8,9.65,9.8,3.5,9.48,2477348867,Irani Papel e Embalagem SA,18.76,9.48,256720235,1356300,2358706,Materiais Básicos,Madeira e Papel,Papel e Celulose
350,RAPT3,12.77,0.2534,0.0476,1.81,7.91,6.33,388022.0,1.93,0.1264,0.1647,-4.73,0.465,1.6,5.72,5.55,2.02,0.723,2183370000.0,0.3645,0.1241,-0.55,12.77,2.35,12.84,12.7,13.83,7.95,12.47,4612619000,Randon SA Implementos e Participacoes,5.41,12.84,116515527,5100,32756,Bens Industriais,Material de Transporte,Material Rodoviário
351,RAPT4,14.01,0.2534,0.0434,1.81,8.46,6.78,46272000.0,1.93,0.1264,0.1647,-5.19,0.51,1.76,6.27,6.09,2.22,0.793,2183370000.0,0.3645,0.1241,-1.86,14.01,2.35,14.01,13.75,16.79,9.32,13.7,4612619000,Randon SA Implementos e Participacoes Preference Shares,5.9,13.96,229260282,10327200,3428306,Bens Industriais,Material de Transporte,Material Rodoviário
352,RCSL4,1.7,7.862,0.0,-0.0,93.52,57.91,5044250.0,0.98,0.0365,-0.0001,-1.52,2.313,-269.66,96.55,-21483.2,-2.18,3.524,-59065000.0,0.0001,0.0265,-1.18,1.7,-0.01,1.72,1.68,2.58,1.22,1.68,241884880,Recrusul SA Preference Shares,0.0,1.7,50414424,414100,2494366,Bens Industriais,Material de Transporte,Material Rodoviário
353,RDNI3,12.18,-0.0005,0.0008,0.73,42527.1,203.83,579566.0,1.89,0.0001,0.0471,-1.34,0.311,1.65,24232.7,46.66,0.86,1.521,620295000.0,0.0184,0.0,-0.25,12.18,0.27,12.2,12.15,14.6,7.99,11.99,531803174,RNI Negocios Imobiliarios SA,44.88,12.2,43769808,7900,20890,Consumo Cíclico,Construção Civil,Incorporações
354,RDOR3,66.9,0.1372,0.0031,1.72,62.04,44.42,199883000.0,5.33,0.1493,0.0484,-11.78,2.849,7.77,57.6,192.42,9.54,8.597,13916300000.0,0.0496,0.0721,0.85,66.9,0.35,67.8,67.47,76.41,59.62,66.65,135639463944,Rede D'Or Sao Luiz SA,190.7,67.0,1985327155,380600,3281353,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
355,REDE3,7.89,0.1051,0.052,2.26,10.29,7.99,117062.0,1.55,0.1856,0.1339,-1.96,0.796,6.7,7.53,14.33,4.25,1.398,3913600000.0,0.297,0.1291,-0.25,7.89,0.55,7.87,7.87,11.76,7.7,7.87,16608241768,Rede Energia Participacoes SA,14.42,7.87,2110323374,100,12986,Utilidade Pública,Energia Elétrica,Energia Elétrica
356,RENT3,63.22,0.2257,0.0058,1.6,27.6,21.49,332237000.0,1.14,0.1929,0.126,-5.45,2.361,77.53,24.11,36.9,7.4,4.651,6475660000.0,0.2007,0.1268,-1.49,63.22,1.73,63.37,62.28,73.93,40.07,62.12,47525517040,Localiza Rent a Car SA,36.25,63.37,758466670,1846700,5186506,Consumo Cíclico,Diversos,Aluguel de carros
357,RNEW11,13.82,-0.4791,0.0,-1.62,-24.45,-27.94,612782.0,1.75,-0.959,0.5644,-0.19,0.174,0.83,-5.96,10.12,-0.41,5.713,-1127370000.0,-0.0404,-0.0351,-1.01,13.82,3.28,13.76,13.68,29.85,7.76,13.51,2186220000,Renova Energia SA Brazilian Units,4.17,13.76,0,4800,44156,Utilidade Pública,Energia Elétrica,Energia Elétrica
358,RNEW3,4.7,-0.4791,0.0,-1.62,-24.57,-28.08,1121540.0,1.75,-0.959,0.5644,-0.19,0.177,0.85,-6.08,10.33,-0.42,5.829,-1127370000.0,-0.0404,-0.0351,-1.49,4.7,3.28,4.76,4.63,10.7,2.82,4.6,2186220000,Renova Energia SA,1.41,4.75,50854986,90500,246363,Utilidade Pública,Energia Elétrica,Energia Elétrica
359,RNEW4,4.65,-0.4791,0.0,-1.62,-24.5,-28.0,1654500.0,1.75,-0.959,0.5644,-0.19,0.176,0.84,-6.01,10.22,-0.41,5.767,-1127370000.0,-0.0404,-0.0351,-3.01,4.65,3.28,4.63,4.51,9.96,2.31,4.43,2186220000,Renova Energia SA Preference Shares,1.38,4.58,49287480,363600,393490,Utilidade Pública,Energia Elétrica,Energia Elétrica
360,ROMI3,25.8,0.136,0.0791,0.63,18.37,13.87,39335800.0,1.97,0.1147,0.1501,13.58,1.065,3.55,16.02,12.25,2.27,1.837,833989000.0,0.1851,0.0851,-2.09,25.8,2.11,25.77,25.26,38.75,9.44,24.92,1852414583,Industrias Romi SA,12.02,25.7,73333922,293600,1142533,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
361,RPAD3,7.64,-0.3772,0.0,0.0,-144.67,-144.67,17628.1,5.25,-168.231,1058.31,53.3,0.623,52.79,-147.91,23.51,0.63,24883.5,1035040000.0,0.0266,-0.0043,0.0,7.64,0.32,0.0,7.64,14.44,5.26,0.0,625246434,Alfa Holdings SA,23.51,0.0,46011632,0,2423,Financeiro e Outros,Intermediários Financeiros,Bancos
362,RPAD5,9.1,-0.3772,0.0599,0.0,-172.94,-172.94,7272.83,5.25,-168.231,1058.31,63.48,0.742,62.88,-176.18,28.01,0.74,29638.7,1035040000.0,0.0266,-0.0043,0.0,9.1,0.32,0.0,9.1,10.39,8.0,0.0,625246434,Alfa Holdings SA Preference Shares Series A,28.01,0.0,14313881,0,1043,Financeiro e Outros,Intermediários Financeiros,Bancos
363,RPAD6,5.89,-0.3772,0.0,0.0,-110.79,-110.79,10505.4,5.25,-168.231,1058.31,41.09,0.481,40.7,-114.03,18.13,0.48,19183.7,1035040000.0,0.0266,-0.0043,0.0,5.89,0.32,0.0,5.89,7.7,4.02,0.0,625246434,Alfa Holdings SA Preference Shares Series B,17.57,0.0,24356756,0,2096,Financeiro e Outros,Intermediários Financeiros,Bancos
364,RPMG3,4.14,0.2403,0.0,0.0,-0.91,-0.92,1864890.0,0.53,-0.2011,-0.2161,-0.08,0.082,-0.1,-0.91,-0.85,-0.09,0.184,-3205130000.0,0.103,-0.0909,-0.24,4.14,0.0,4.15,4.13,6.3,2.5,4.1,279566357,Refinaria de Petroleos d Mng S em Rcp Jd,0.0,4.13,67691629,21300,226370,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
365,RRRP3,48.86,0.0,0.0,0.39,0.0,0.0,76216400.0,9.5,0.0,0.0,15.12,2.152,4.49,0.0,0.0,3.55,0.0,1822510000.0,0.0,0.0,-1.64,48.86,-2.6,49.98,48.06,50.99,20.25,47.01,6361212169,3R Petroleum Oleo e Gas SA,0.0,49.49,132359842,1721100,1892440,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
366,RSID3,9.74,-0.3991,0.0,-1.51,-16.66,-18.06,1406870.0,0.32,-0.566,0.3767,-0.11,0.105,-0.14,-2.85,3.01,-0.3,1.615,-566154000.0,-0.0981,-0.039,-0.1,9.74,1.57,9.79,9.73,14.95,4.8,9.61,166901893,Rossi Residencial SA,6.2,9.79,17153337,9700,104503,Consumo Cíclico,Construção Civil,Incorporações
367,RSUL4,350.0,0.1823,0.0,0.34,4.92,4.35,179891.0,1.42,0.1833,0.1625,-1.86,0.81,6.76,4.93,5.56,5.15,0.904,39615000.0,0.9262,0.19,0.0,350.0,62.93,0.0,350.0,350.0,101.0,0.0,204050000,Metalurgica Riosulense SA Preference Shares,5.56,0.0,240000,0,976,Bens Industriais,Material de Transporte,Material Rodoviário
368,SANB11,43.66,-0.0006,0.0365,0.0,0.0,0.0,117163000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36,2.1,0.0,78064400000.0,0.1697,0.0,0.5,43.66,3.65,43.99,43.88,47.2,26.44,43.1,32979109052,Banco Santander Brasil SA Brazilian Units,12.02,43.33,0,1258900,2564166,Financeiro e Outros,Intermediários Financeiros,Bancos
369,SANB3,21.21,-0.0006,0.0358,0.0,0.0,0.0,1062030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01,2.04,0.0,78064400000.0,0.1697,0.0,-0.47,21.21,3.65,21.11,21.11,22.45,12.51,20.68,32979109052,Banco Santander Brasil SA,5.8,21.01,3818695031,6700,45510,Financeiro e Outros,Intermediários Financeiros,Bancos
370,SANB4,22.84,-0.0006,0.0366,0.0,0.0,0.0,1898760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93,2.19,0.0,78064400000.0,0.1697,0.0,-0.53,22.84,3.65,22.72,22.72,25.0,13.96,22.4,32979109052,Banco Santander Brasil SA Preference Shares,6.24,22.63,3679836020,8200,88736,Financeiro e Outros,Intermediários Financeiros,Bancos
371,SAPR11,20.96,0.0811,0.0474,0.57,5.26,4.33,37950400.0,1.6,0.3625,0.2064,-1.42,0.455,7.45,3.66,6.42,0.88,1.325,7189650000.0,0.1373,0.1394,-1.29,20.96,0.65,21.1,20.69,34.05,18.87,20.62,6287145365,Companhia de Saneamento Parana SANEPAR Brazilian Units,31.72,21.04,0,643400,1863606,Utilidade Pública,Água e Saneamento,Água e Saneamento
372,SAPR3,4.15,0.0811,0.0443,0.57,5.22,4.3,3481000.0,1.6,0.3625,0.2064,-1.4,0.45,7.37,3.62,6.36,0.87,1.312,7189650000.0,0.1373,0.1394,-0.96,4.15,0.65,4.16,4.11,7.59,3.81,4.09,6287145365,Companhia de Saneamento Parana SANEPAR,6.28,4.15,503735259,277800,920140,Utilidade Pública,Água e Saneamento,Água e Saneamento
373,SAPR4,4.24,0.0811,0.0477,0.57,5.3,4.37,15961200.0,1.6,0.3625,0.2064,-1.43,0.46,7.53,3.7,6.49,0.89,1.34,7189650000.0,0.1373,0.1394,-1.18,4.24,0.65,4.24,4.19,6.74,3.79,4.17,6287145365,Companhia de Saneamento Parana SANEPAR Preference Shares,6.42,4.24,1007470260,2001800,3590420,Utilidade Pública,Água e Saneamento,Água e Saneamento
374,SBSP3,38.18,0.0692,0.0104,0.73,8.88,6.04,122930000.0,1.01,0.242,0.1155,-1.22,0.513,339.77,5.85,12.26,1.12,1.416,23290600000.0,0.0914,0.0946,-1.2,38.18,3.11,38.21,37.72,63.88,34.12,37.6,5158049744,Companhia de Saneamento Bsc DEDSP Sbsp,12.13,38.17,683509869,914100,2775576,Utilidade Pública,Água e Saneamento,Água e Saneamento
375,SCAR3,40.01,-0.0971,0.0092,0.85,15.11,12.44,539892.0,2.86,0.6335,0.2795,-2.33,0.775,8.4,10.43,24.05,1.48,6.61,1558920000.0,0.0616,0.0821,0.37,40.01,1.65,40.24,40.16,49.36,31.0,40.16,2318730360,Sao Carlos Empreendimentos e Part. SA,24.31,40.24,57737319,400,15073,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
376,SEER3,19.06,0.02,0.0192,0.39,12.98,6.73,14611200.0,2.13,0.1501,0.1428,-3.48,0.778,4.67,13.09,13.76,1.68,1.965,1456560000.0,0.1224,0.0742,-0.58,19.06,1.39,19.06,18.95,19.18,10.69,18.55,2439272523,Ser Educacional SA,13.7,18.99,128721560,351600,1110293,Consumo Cíclico,Diversos,Serviços Educacionais
377,SEQL3,26.8,0.0,0.0,1.75,105.11,32.58,29048900.0,1.39,0.0335,-0.0015,-6.81,2.304,19.67,95.57,-2162.19,9.33,3.199,397388000.0,-0.0043,0.0331,0.0,26.8,-0.01,27.18,26.8,31.95,11.85,26.56,3709544128,Sequoia Logistica e Transportes SA,0.0,27.0,138364247,278200,1172963,Bens Industriais,Transporte,Logística
378,SGPS3,11.35,-0.0997,0.0,0.87,16.13,7.44,2189150.0,1.27,0.0498,-0.0879,-0.8,0.177,1.88,6.85,-3.88,0.52,0.341,1089570000.0,-0.1342,0.0294,0.35,11.35,-2.92,11.44,11.39,15.69,5.85,11.11,569500017,Springs Global Participacoes SA,0.0,11.39,50000000,37000,154286,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos
379,SHOW3,7.5,-0.5927,0.0,0.69,-6.58,-8.55,9158900.0,1.46,-6.4436,-10.4942,-7.06,0.986,6.32,-7.71,-4.78,2.66,49.651,189838000.0,-0.5574,-0.2343,-2.67,7.5,-1.57,7.64,7.3,8.0,2.11,7.26,492112138,T4f Entretenimento SA,0.0,7.58,67412629,616700,1696336,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows
380,SHUL4,11.22,0.1944,0.0172,1.04,22.25,15.74,7038780.0,2.63,0.0886,0.1295,13.85,1.044,2.5,19.06,13.05,2.59,1.69,772972000.0,0.1988,0.0799,-0.45,11.22,0.86,11.38,11.17,11.8,5.23,10.95,9673887798,Schulz SA Preference Shares,12.96,11.2,102341008,436900,684353,Bens Industriais,Máquinas e Equipamentos,Motores . Compressores e Outros
381,SIMH3,56.45,0.0,0.006,10.35,17.56,9.99,29123700.0,3.25,0.1378,0.068,-0.85,0.365,1.18,8.39,27.69,5.11,1.155,2281230000.0,0.1845,0.0719,-2.44,56.45,2.05,56.52,55.07,57.37,24.66,54.9,11371013507,Simpar SA,26.94,56.44,206520386,200200,538166,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
382,SLCE3,48.91,0.2503,0.0338,0.83,9.3,8.35,75333300.0,1.61,0.2466,0.1621,-9.11,1.023,5.26,8.38,13.55,2.96,2.066,3149910000.0,0.2184,0.1642,0.31,48.91,3.64,49.78,49.06,56.76,22.57,48.59,9352491684,SLC Agricola S.A.,13.48,48.95,190595000,409600,1547346,Consumo não Cíclico,Agropecuária,Agricultura
383,SLED3,0.99,-0.4636,0.0,-0.48,-3.21,-4.89,428992.0,0.65,-0.7486,-2.9127,-0.09,0.221,-0.92,-0.63,-0.16,-0.11,0.472,-563695000.0,0.6874,-0.518,1.01,0.99,-7.48,1.0,1.0,2.13,0.64,0.98,46435237,Saraiva Livreiros SA em Recuperacao Jdcl,0.0,0.98,23513669,64500,388970,Consumo Cíclico,Comércio,Produtos Diversos
384,SLED4,0.56,-0.4636,0.0,-0.48,-2.94,-4.47,701588.0,0.65,-0.7486,-2.9127,-0.05,0.125,-0.52,-0.36,-0.09,-0.06,0.267,-563695000.0,0.6874,-0.518,0.0,0.56,-7.48,0.57,0.56,1.05,0.48,0.56,46435237,Saraiva Livreiros SA em Recuperacao Jdcl Preference Shares,0.0,0.56,39896525,147000,1149123,Consumo Cíclico,Comércio,Produtos Diversos
385,SMLS3,22.4,-0.2006,0.2365,0.0,11.46,9.89,13420000.0,1.05,0.3364,0.3391,-6.53,0.814,29.35,14.96,14.84,3.1,5.032,898402000.0,0.2086,0.0707,0.0,22.4,0.0,0.0,22.4,25.64,13.15,0.0,2781159312,SMILES ON NM,0.0,0.0,124158953,0,799423,Consumo Cíclico,Diversos,Programas de Fidelização
386,SMTO3,37.79,0.1353,0.0143,1.45,16.27,7.11,38764600.0,2.06,0.2552,0.2007,-2.94,1.089,7.01,12.2,15.51,3.31,3.113,4037270000.0,0.2136,0.1027,-0.42,37.79,2.44,38.77,37.63,40.46,18.63,37.2,13307284821,Sao Martinho SA,15.41,37.51,354011329,660000,1152310,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
387,SNSY5,5.72,0.1135,0.0,-0.1,-5.09,-10.74,193180.0,0.64,-0.0589,-0.2125,-0.03,0.106,-0.33,-1.31,-0.36,-0.03,0.077,-1392670000.0,0.0882,-0.0946,2.97,5.72,-15.92,6.09,5.89,15.9,2.13,5.64,73594605,Sansuy Industria de Plasticos A Pref Shs,0.0,5.72,5052280,7700,19686,Materiais Básicos,Materiais Diversos,Materiais Diversos
388,SOMA3,16.78,0.0,0.0,0.19,5771.01,78.58,54100900.0,2.92,0.0011,-0.0087,14.86,3.211,8.93,5891.94,-715.97,4.79,6.254,1700030000.0,-0.0067,0.0007,-0.83,16.78,-0.03,16.84,16.64,17.18,8.6,16.51,8080433623,Grupo de Moda SOMA SA,0.0,16.84,485603062,316100,3072080,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
389,SOND3,40.2,0.009,0.1905,0.0,47.2,19.03,650.48,3.28,0.0193,0.3219,3.56,0.988,2.57,79.11,4.75,1.36,1.528,72413000.0,0.2874,0.0209,0.0,40.2,8.56,0.0,40.2,58.8,20.0,0.0,112768312,Sondotecnica Engenharia de Solos SA,4.7,0.0,856000,0,0,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
390,SOND5,52.49,0.009,0.1605,0.0,71.38,28.79,2132.57,3.28,0.0193,0.3219,4.65,1.29,3.35,103.3,6.2,1.78,1.995,72413000.0,0.2874,0.0209,0.0,52.49,8.56,0.0,52.49,74.99,0.02,0.0,112768312,Sondotenica Engenharia de Solos A Pref Shs,6.13,0.0,784600,0,36,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
391,SOND6,45.5,0.009,0.1851,0.0,57.63,23.24,1416.55,3.28,0.0193,0.3219,4.03,1.118,2.91,89.54,5.37,1.54,1.729,72413000.0,0.2874,0.0209,0.0,45.5,8.56,0.0,45.5,68.5,21.0,0.0,112768312,Sondotenica Engenharia de Solos B Pref Shs,5.31,0.0,817300,0,33,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
392,SQIA3,22.35,0.2266,0.0009,0.42,117.22,38.63,11740000.0,3.0,0.0562,0.023,274.7,2.393,8.95,122.2,297.22,3.94,6.867,400384000.0,0.0132,0.0308,-0.49,22.35,0.07,22.5,22.24,27.55,18.0,22.05,1569005518,Sinqia SA,300.23,22.5,70548812,188600,465783,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
393,STBP3,9.3,0.0535,0.0,0.2,78.35,28.99,47177800.0,2.83,0.0922,0.0298,-8.92,1.859,9.67,85.29,263.97,3.76,7.861,2130730000.0,0.0143,0.0298,-1.94,9.3,0.03,9.3,9.12,9.45,3.78,9.08,7865801997,Santos Brasil Participacoes SA,300.1,9.3,862478378,913200,6105833,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
394,SULA11,36.03,0.0431,0.0412,0.27,0.28,0.25,175096000.0,2.39,0.0571,0.1246,-30.64,0.553,1.38,14.43,6.61,1.91,0.823,8042800000.0,0.2887,0.1007,-0.94,36.03,5.81,36.15,35.69,49.3,29.19,35.47,15198389620,Sul America SA Brazilian Units,6.14,35.97,0,1192400,5976750,Financeiro e Outros,Previdência e Seguros,Seguradoras
395,SULA3,13.35,0.0431,0.0371,0.27,1.89,1.71,402156.0,2.39,0.0571,0.1246,-34.06,0.615,1.53,16.04,7.35,2.12,0.915,8042800000.0,0.2887,0.1007,-1.2,13.35,5.81,13.44,13.19,21.06,10.81,13.11,15189872535,Sul America SA,2.27,13.44,640341527,5400,32763,Financeiro e Outros,Previdência e Seguros,Seguradoras
396,SULA4,11.27,0.0431,0.0439,0.27,-0.61,-0.55,522240.0,2.39,0.0571,0.1246,-28.75,0.519,1.29,13.54,6.2,1.79,0.772,8042800000.0,0.2887,0.1007,-0.62,11.27,5.81,11.37,11.2,15.36,9.13,11.19,15189872535,Sul America SA Preference Shares,1.93,11.33,637192283,6400,53463,Financeiro e Outros,Previdência e Seguros,Seguradoras
397,SUZB3,58.5,0.3982,0.0,17.03,15.19,8.87,472866000.0,2.08,0.2974,-0.0016,-0.98,0.762,8.23,8.27,-1337.43,17.86,2.46,4458140000.0,-0.0134,0.1037,0.72,58.5,-0.04,59.08,58.92,79.81,35.71,57.77,80300906654,Suzano SA,0.0,58.62,1361263584,3676100,7583553,Materiais Básicos,Madeira e Papel,Papel e Celulose
398,TAEE11,39.47,0.3243,0.1347,0.98,7.25,7.21,80849100.0,2.93,0.6943,0.6495,-2.34,0.905,7.89,5.18,5.54,2.06,3.598,6598210000.0,0.372,0.1885,-1.29,39.47,15.16,39.54,38.96,42.68,27.7,38.9,13421672932,Transmissora Alianca Energia Eletrica SA Brazilian Units,2.57,39.28,0,1064700,1865576,Utilidade Pública,Energia Elétrica,Energia Elétrica
399,TAEE3,13.17,0.3243,0.1345,0.98,7.26,7.21,1739920.0,2.93,0.6943,0.6495,-2.35,0.906,7.9,5.19,5.55,2.06,3.601,6598210000.0,0.372,0.1885,-1.06,13.17,15.16,13.22,13.03,14.5,9.22,13.0,13425118656,Transmissora Alianca Energia Eletrica SA,0.86,13.22,590714069,98900,119916,Utilidade Pública,Energia Elétrica,Energia Elétrica
400,TAEE4,13.22,0.3243,0.134,0.98,7.28,7.23,4086460.0,2.93,0.6943,0.6495,-2.35,0.91,7.93,5.21,5.57,2.07,3.615,6598210000.0,0.372,0.1885,-1.36,13.22,15.16,13.33,13.04,14.97,9.15,12.99,13425118656,Transmissora Alianca Energia Eletrica SA Preference Shares,0.86,13.33,442782652,221300,284420,Utilidade Pública,Energia Elétrica,Energia Elétrica
401,TASA3,23.03,0.2194,0.0,5.29,5.17,4.91,2209980.0,1.59,0.2735,0.2413,-5.33,1.359,5.59,4.16,4.72,15.04,1.139,153356000.0,3.1875,0.438,0.74,23.03,5.21,23.5,23.2,28.24,4.7,22.58,2316203581,Taurus Armas SA,4.47,22.84,46445314,49600,82816,Bens Industriais,Máquinas e Equipamentos,Armas e Munições
402,TASA4,22.64,0.2194,0.0,5.29,5.1,4.85,55543300.0,1.59,0.2735,0.2413,-5.24,1.336,5.5,4.09,4.64,14.79,1.119,153356000.0,3.1875,0.438,1.37,22.64,5.21,23.24,22.95,27.45,5.48,22.62,2316203581,Taurus Armas SA Preference Shares,4.41,22.78,53723119,846800,2141446,Bens Industriais,Máquinas e Equipamentos,Armas e Munições
403,TCNO3,4.52,-0.5639,0.0,304.96,-19.07,-21.45,735335.0,0.29,0.0,0.0,-0.15,0.127,-0.3,-8.99,-196.86,272.02,0.0,110000.0,-1.3818,-0.0191,14.38,4.52,0.02,5.6,5.17,5.6,1.65,4.65,28504265,Tecnosolo Engenharia SA,238.43,4.65,2353672,1384100,279976,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
404,TCNO4,3.35,-0.5639,0.0,304.96,-16.74,-18.83,1212410.0,0.29,0.0,0.0,-0.11,0.094,-0.23,-6.66,-145.9,201.61,0.0,110000.0,-1.3818,-0.0191,14.33,3.35,0.02,3.9,3.83,3.9,1.25,3.5,28504265,Tecnosolo Engenharia SA Preference Shares,177.78,3.8,4266666,1542600,574823,Bens Industriais,Construção e Engenharia,Engenharia Consultiva
405,TCSA3,8.59,-0.0883,0.0,0.74,-9.93,-10.85,13039200.0,2.14,-0.5465,-0.7948,-2.12,0.358,1.74,-6.84,-4.76,0.84,3.736,749346000.0,-0.1772,-0.0623,-0.35,8.59,-1.8,8.61,8.56,14.1,6.69,8.41,630180639,Tecnisa SA,0.0,8.5,73619230,391400,1313373,Consumo Cíclico,Construção Civil,Incorporações
